"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"14/07/2023 10:00:00 - 14/07/2023 11:00:00","BZN|SE3","Without Sequence","44.95","",""
"14/07/2023 11:00:00 - 14/07/2023 12:00:00","BZN|SE3","Without Sequence","44.23","",""
"14/07/2023 12:00:00 - 14/07/2023 13:00:00","BZN|SE3","Without Sequence","44.85","",""
"14/07/2023 13:00:00 - 14/07/2023 14:00:00","BZN|SE3","Without Sequence","43.83","",""
"14/07/2023 14:00:00 - 14/07/2023 15:00:00","BZN|SE3","Without Sequence","43.04","",""
"14/07/2023 15:00:00 - 14/07/2023 16:00:00","BZN|SE3","Without Sequence","42.40","",""
"14/07/2023 16:00:00 - 14/07/2023 17:00:00","BZN|SE3","Without Sequence","42.51","",""
"14/07/2023 17:00:00 - 14/07/2023 18:00:00","BZN|SE3","Without Sequence","44.95","",""
"14/07/2023 18:00:00 - 14/07/2023 19:00:00","BZN|SE3","Without Sequence","44.98","",""
"14/07/2023 19:00:00 - 14/07/2023 20:00:00","BZN|SE3","Without Sequence","45.89","",""
"14/07/2023 20:00:00 - 14/07/2023 21:00:00","BZN|SE3","Without Sequence","45.17","",""
"14/07/2023 21:00:00 - 14/07/2023 22:00:00","BZN|SE3","Without Sequence","43.64","",""
"14/07/2023 22:00:00 - 14/07/2023 23:00:00","BZN|SE3","Without Sequence","42.77","",""
"14/07/2023 23:00:00 - 15/07/2023 00:00:00","BZN|SE3","Without Sequence","40.03","",""
"15/07/2023 00:00:00 - 15/07/2023 01:00:00","BZN|SE3","Without Sequence","37.34","",""
"15/07/2023 01:00:00 - 15/07/2023 02:00:00","BZN|SE3","Without Sequence","36.57","",""
"15/07/2023 02:00:00 - 15/07/2023 03:00:00","BZN|SE3","Without Sequence","29.15","",""
"15/07/2023 03:00:00 - 15/07/2023 04:00:00","BZN|SE3","Without Sequence","19.95","",""
"15/07/2023 04:00:00 - 15/07/2023 05:00:00","BZN|SE3","Without Sequence","16.98","",""
"15/07/2023 05:00:00 - 15/07/2023 06:00:00","BZN|SE3","Without Sequence","13.69","",""
"15/07/2023 06:00:00 - 15/07/2023 07:00:00","BZN|SE3","Without Sequence","19.90","",""
"15/07/2023 07:00:00 - 15/07/2023 08:00:00","BZN|SE3","Without Sequence","22.60","",""
"15/07/2023 08:00:00 - 15/07/2023 09:00:00","BZN|SE3","Without Sequence","29.87","",""
"15/07/2023 09:00:00 - 15/07/2023 10:00:00","BZN|SE3","Without Sequence","17.41","",""
"15/07/2023 10:00:00 - 15/07/2023 11:00:00","BZN|SE3","Without Sequence","4.69","",""
"15/07/2023 11:00:00 - 15/07/2023 12:00:00","BZN|SE3","Without Sequence","0.02","",""
"15/07/2023 12:00:00 - 15/07/2023 13:00:00","BZN|SE3","Without Sequence","0.01","",""
"15/07/2023 13:00:00 - 15/07/2023 14:00:00","BZN|SE3","Without Sequence","-0.13","",""
"15/07/2023 14:00:00 - 15/07/2023 15:00:00","BZN|SE3","Without Sequence","-1.03","",""
"15/07/2023 15:00:00 - 15/07/2023 16:00:00","BZN|SE3","Without Sequence","-0.10","",""
"15/07/2023 16:00:00 - 15/07/2023 17:00:00","BZN|SE3","Without Sequence","1.77","",""
"15/07/2023 17:00:00 - 15/07/2023 18:00:00","BZN|SE3","Without Sequence","20.90","",""
"15/07/2023 18:00:00 - 15/07/2023 19:00:00","BZN|SE3","Without Sequence","35.51","",""
"15/07/2023 19:00:00 - 15/07/2023 20:00:00","BZN|SE3","Without Sequence","35.79","",""
"15/07/2023 20:00:00 - 15/07/2023 21:00:00","BZN|SE3","Without Sequence","33.51","",""
"15/07/2023 21:00:00 - 15/07/2023 22:00:00","BZN|SE3","Without Sequence","30.67","",""
"15/07/2023 22:00:00 - 15/07/2023 23:00:00","BZN|SE3","Without Sequence","20.75","",""
"15/07/2023 23:00:00 - 16/07/2023 00:00:00","BZN|SE3","Without Sequence","16.22","",""
"16/07/2023 00:00:00 - 16/07/2023 01:00:00","BZN|SE3","Without Sequence","13.82","",""
"16/07/2023 01:00:00 - 16/07/2023 02:00:00","BZN|SE3","Without Sequence","12.42","",""
"16/07/2023 02:00:00 - 16/07/2023 03:00:00","BZN|SE3","Without Sequence","2.60","",""
"16/07/2023 03:00:00 - 16/07/2023 04:00:00","BZN|SE3","Without Sequence","0.07","",""
"16/07/2023 04:00:00 - 16/07/2023 05:00:00","BZN|SE3","Without Sequence","0.00","",""
"16/07/2023 05:00:00 - 16/07/2023 06:00:00","BZN|SE3","Without Sequence","-0.43","",""
"16/07/2023 06:00:00 - 16/07/2023 07:00:00","BZN|SE3","Without Sequence","-2.07","",""
"16/07/2023 07:00:00 - 16/07/2023 08:00:00","BZN|SE3","Without Sequence","-1.10","",""
"16/07/2023 08:00:00 - 16/07/2023 09:00:00","BZN|SE3","Without Sequence","-2.09","",""
"16/07/2023 09:00:00 - 16/07/2023 10:00:00","BZN|SE3","Without Sequence","-5.30","",""
"16/07/2023 10:00:00 - 16/07/2023 11:00:00","BZN|SE3","Without Sequence","-6.76","",""
"16/07/2023 11:00:00 - 16/07/2023 12:00:00","BZN|SE3","Without Sequence","-13.03","",""
"16/07/2023 12:00:00 - 16/07/2023 13:00:00","BZN|SE3","Without Sequence","-38.39","",""
"16/07/2023 13:00:00 - 16/07/2023 14:00:00","BZN|SE3","Without Sequence","-50.09","",""
"16/07/2023 14:00:00 - 16/07/2023 15:00:00","BZN|SE3","Without Sequence","-60.04","",""
"16/07/2023 15:00:00 - 16/07/2023 16:00:00","BZN|SE3","Without Sequence","-48.31","",""
"16/07/2023 16:00:00 - 16/07/2023 17:00:00","BZN|SE3","Without Sequence","-10.10","",""
"16/07/2023 17:00:00 - 16/07/2023 18:00:00","BZN|SE3","Without Sequence","-1.12","",""
"16/07/2023 18:00:00 - 16/07/2023 19:00:00","BZN|SE3","Without Sequence","4.32","",""
"16/07/2023 19:00:00 - 16/07/2023 20:00:00","BZN|SE3","Without Sequence","2.60","",""
"16/07/2023 20:00:00 - 16/07/2023 21:00:00","BZN|SE3","Without Sequence","0.95","",""
"16/07/2023 21:00:00 - 16/07/2023 22:00:00","BZN|SE3","Without Sequence","0.88","",""
"16/07/2023 22:00:00 - 16/07/2023 23:00:00","BZN|SE3","Without Sequence","1.68","",""
"16/07/2023 23:00:00 - 17/07/2023 00:00:00","BZN|SE3","Without Sequence","0.08","",""
"17/07/2023 00:00:00 - 17/07/2023 01:00:00","BZN|SE3","Without Sequence","0.00","",""
"17/07/2023 01:00:00 - 17/07/2023 02:00:00","BZN|SE3","Without Sequence","0.00","",""
"17/07/2023 02:00:00 - 17/07/2023 03:00:00","BZN|SE3","Without Sequence","0.00","",""
"17/07/2023 03:00:00 - 17/07/2023 04:00:00","BZN|SE3","Without Sequence","0.01","",""
"17/07/2023 04:00:00 - 17/07/2023 05:00:00","BZN|SE3","Without Sequence","0.99","",""
"17/07/2023 05:00:00 - 17/07/2023 06:00:00","BZN|SE3","Without Sequence","3.19","",""
"17/07/2023 06:00:00 - 17/07/2023 07:00:00","BZN|SE3","Without Sequence","4.58","",""
"17/07/2023 07:00:00 - 17/07/2023 08:00:00","BZN|SE3","Without Sequence","6.00","",""
"17/07/2023 08:00:00 - 17/07/2023 09:00:00","BZN|SE3","Without Sequence","5.63","",""
"17/07/2023 09:00:00 - 17/07/2023 10:00:00","BZN|SE3","Without Sequence","3.32","",""
"17/07/2023 10:00:00 - 17/07/2023 11:00:00","BZN|SE3","Without Sequence","3.57","",""
"17/07/2023 11:00:00 - 17/07/2023 12:00:00","BZN|SE3","Without Sequence","2.22","",""
"17/07/2023 12:00:00 - 17/07/2023 13:00:00","BZN|SE3","Without Sequence","0.86","",""
"17/07/2023 13:00:00 - 17/07/2023 14:00:00","BZN|SE3","Without Sequence","0.59","",""
"17/07/2023 14:00:00 - 17/07/2023 15:00:00","BZN|SE3","Without Sequence","0.00","",""
"17/07/2023 15:00:00 - 17/07/2023 16:00:00","BZN|SE3","Without Sequence","0.06","",""
"17/07/2023 16:00:00 - 17/07/2023 17:00:00","BZN|SE3","Without Sequence","1.29","",""
"17/07/2023 17:00:00 - 17/07/2023 18:00:00","BZN|SE3","Without Sequence","5.86","",""
"17/07/2023 18:00:00 - 17/07/2023 19:00:00","BZN|SE3","Without Sequence","9.66","",""
"17/07/2023 19:00:00 - 17/07/2023 20:00:00","BZN|SE3","Without Sequence","16.93","",""
"17/07/2023 20:00:00 - 17/07/2023 21:00:00","BZN|SE3","Without Sequence","16.50","",""
"17/07/2023 21:00:00 - 17/07/2023 22:00:00","BZN|SE3","Without Sequence","16.29","",""
"17/07/2023 22:00:00 - 17/07/2023 23:00:00","BZN|SE3","Without Sequence","12.60","",""
"17/07/2023 23:00:00 - 18/07/2023 00:00:00","BZN|SE3","Without Sequence","8.77","",""
"18/07/2023 00:00:00 - 18/07/2023 01:00:00","BZN|SE3","Without Sequence","6.93","",""
"18/07/2023 01:00:00 - 18/07/2023 02:00:00","BZN|SE3","Without Sequence","6.03","",""
"18/07/2023 02:00:00 - 18/07/2023 03:00:00","BZN|SE3","Without Sequence","2.20","",""
"18/07/2023 03:00:00 - 18/07/2023 04:00:00","BZN|SE3","Without Sequence","0.83","",""
"18/07/2023 04:00:00 - 18/07/2023 05:00:00","BZN|SE3","Without Sequence","1.62","",""
"18/07/2023 05:00:00 - 18/07/2023 06:00:00","BZN|SE3","Without Sequence","4.82","",""
"18/07/2023 06:00:00 - 18/07/2023 07:00:00","BZN|SE3","Without Sequence","17.88","",""
"18/07/2023 07:00:00 - 18/07/2023 08:00:00","BZN|SE3","Without Sequence","20.11","",""
"18/07/2023 08:00:00 - 18/07/2023 09:00:00","BZN|SE3","Without Sequence","20.65","",""
"18/07/2023 09:00:00 - 18/07/2023 10:00:00","BZN|SE3","Without Sequence","20.55","",""
"18/07/2023 10:00:00 - 18/07/2023 11:00:00","BZN|SE3","Without Sequence","20.57","",""
"18/07/2023 11:00:00 - 18/07/2023 12:00:00","BZN|SE3","Without Sequence","20.70","",""
"18/07/2023 12:00:00 - 18/07/2023 13:00:00","BZN|SE3","Without Sequence","21.15","",""
"18/07/2023 13:00:00 - 18/07/2023 14:00:00","BZN|SE3","Without Sequence","21.35","",""
"18/07/2023 14:00:00 - 18/07/2023 15:00:00","BZN|SE3","Without Sequence","21.33","",""
"18/07/2023 15:00:00 - 18/07/2023 16:00:00","BZN|SE3","Without Sequence","21.00","",""
"18/07/2023 16:00:00 - 18/07/2023 17:00:00","BZN|SE3","Without Sequence","20.99","",""
"18/07/2023 17:00:00 - 18/07/2023 18:00:00","BZN|SE3","Without Sequence","21.55","",""
"18/07/2023 18:00:00 - 18/07/2023 19:00:00","BZN|SE3","Without Sequence","24.50","",""
"18/07/2023 19:00:00 - 18/07/2023 20:00:00","BZN|SE3","Without Sequence","26.76","",""
"18/07/2023 20:00:00 - 18/07/2023 21:00:00","BZN|SE3","Without Sequence","23.63","",""
"18/07/2023 21:00:00 - 18/07/2023 22:00:00","BZN|SE3","Without Sequence","21.25","",""
"18/07/2023 22:00:00 - 18/07/2023 23:00:00","BZN|SE3","Without Sequence","21.52","",""
"18/07/2023 23:00:00 - 19/07/2023 00:00:00","BZN|SE3","Without Sequence","20.49","",""
"19/07/2023 00:00:00 - 19/07/2023 01:00:00","BZN|SE3","Without Sequence","18.33","",""
"19/07/2023 01:00:00 - 19/07/2023 02:00:00","BZN|SE3","Without Sequence","18.09","",""
"19/07/2023 02:00:00 - 19/07/2023 03:00:00","BZN|SE3","Without Sequence","16.96","",""
"19/07/2023 03:00:00 - 19/07/2023 04:00:00","BZN|SE3","Without Sequence","17.80","",""
"19/07/2023 04:00:00 - 19/07/2023 05:00:00","BZN|SE3","Without Sequence","19.33","",""
"19/07/2023 05:00:00 - 19/07/2023 06:00:00","BZN|SE3","Without Sequence","21.05","",""
"19/07/2023 06:00:00 - 19/07/2023 07:00:00","BZN|SE3","Without Sequence","29.28","",""
"19/07/2023 07:00:00 - 19/07/2023 08:00:00","BZN|SE3","Without Sequence","34.00","",""
"19/07/2023 08:00:00 - 19/07/2023 09:00:00","BZN|SE3","Without Sequence","34.93","",""
"19/07/2023 09:00:00 - 19/07/2023 10:00:00","BZN|SE3","Without Sequence","34.03","",""
"19/07/2023 10:00:00 - 19/07/2023 11:00:00","BZN|SE3","Without Sequence","33.41","",""
"19/07/2023 11:00:00 - 19/07/2023 12:00:00","BZN|SE3","Without Sequence","32.09","",""
"19/07/2023 12:00:00 - 19/07/2023 13:00:00","BZN|SE3","Without Sequence","30.44","",""
"19/07/2023 13:00:00 - 19/07/2023 14:00:00","BZN|SE3","Without Sequence","30.18","",""
"19/07/2023 14:00:00 - 19/07/2023 15:00:00","BZN|SE3","Without Sequence","30.13","",""
"19/07/2023 15:00:00 - 19/07/2023 16:00:00","BZN|SE3","Without Sequence","30.53","",""
"19/07/2023 16:00:00 - 19/07/2023 17:00:00","BZN|SE3","Without Sequence","32.42","",""
"19/07/2023 17:00:00 - 19/07/2023 18:00:00","BZN|SE3","Without Sequence","33.99","",""
"19/07/2023 18:00:00 - 19/07/2023 19:00:00","BZN|SE3","Without Sequence","35.46","",""
"19/07/2023 19:00:00 - 19/07/2023 20:00:00","BZN|SE3","Without Sequence","36.86","",""
"19/07/2023 20:00:00 - 19/07/2023 21:00:00","BZN|SE3","Without Sequence","36.77","",""
"19/07/2023 21:00:00 - 19/07/2023 22:00:00","BZN|SE3","Without Sequence","36.39","",""
"19/07/2023 22:00:00 - 19/07/2023 23:00:00","BZN|SE3","Without Sequence","35.28","",""
"19/07/2023 23:00:00 - 20/07/2023 00:00:00","BZN|SE3","Without Sequence","30.97","",""
"20/07/2023 00:00:00 - 20/07/2023 01:00:00","BZN|SE3","Without Sequence","26.53","",""
"20/07/2023 01:00:00 - 20/07/2023 02:00:00","BZN|SE3","Without Sequence","22.11","",""
"20/07/2023 02:00:00 - 20/07/2023 03:00:00","BZN|SE3","Without Sequence","20.22","",""
"20/07/2023 03:00:00 - 20/07/2023 04:00:00","BZN|SE3","Without Sequence","20.23","",""
"20/07/2023 04:00:00 - 20/07/2023 05:00:00","BZN|SE3","Without Sequence","24.78","",""
"20/07/2023 05:00:00 - 20/07/2023 06:00:00","BZN|SE3","Without Sequence","29.03","",""
"20/07/2023 06:00:00 - 20/07/2023 07:00:00","BZN|SE3","Without Sequence","30.47","",""
"20/07/2023 07:00:00 - 20/07/2023 08:00:00","BZN|SE3","Without Sequence","33.18","",""
"20/07/2023 08:00:00 - 20/07/2023 09:00:00","BZN|SE3","Without Sequence","31.14","",""
"20/07/2023 09:00:00 - 20/07/2023 10:00:00","BZN|SE3","Without Sequence","29.82","",""
"20/07/2023 10:00:00 - 20/07/2023 11:00:00","BZN|SE3","Without Sequence","28.59","",""
"20/07/2023 11:00:00 - 20/07/2023 12:00:00","BZN|SE3","Without Sequence","27.59","",""
"20/07/2023 12:00:00 - 20/07/2023 13:00:00","BZN|SE3","Without Sequence","28.26","",""
"20/07/2023 13:00:00 - 20/07/2023 14:00:00","BZN|SE3","Without Sequence","27.04","",""
"20/07/2023 14:00:00 - 20/07/2023 15:00:00","BZN|SE3","Without Sequence","25.25","",""
"20/07/2023 15:00:00 - 20/07/2023 16:00:00","BZN|SE3","Without Sequence","26.45","",""
"20/07/2023 16:00:00 - 20/07/2023 17:00:00","BZN|SE3","Without Sequence","23.94","",""
"20/07/2023 17:00:00 - 20/07/2023 18:00:00","BZN|SE3","Without Sequence","27.43","",""
"20/07/2023 18:00:00 - 20/07/2023 19:00:00","BZN|SE3","Without Sequence","28.85","",""
"20/07/2023 19:00:00 - 20/07/2023 20:00:00","BZN|SE3","Without Sequence","33.20","",""
"20/07/2023 20:00:00 - 20/07/2023 21:00:00","BZN|SE3","Without Sequence","31.85","",""
"20/07/2023 21:00:00 - 20/07/2023 22:00:00","BZN|SE3","Without Sequence","30.03","",""
"20/07/2023 22:00:00 - 20/07/2023 23:00:00","BZN|SE3","Without Sequence","28.32","",""
"20/07/2023 23:00:00 - 21/07/2023 00:00:00","BZN|SE3","Without Sequence","26.05","",""
"21/07/2023 00:00:00 - 21/07/2023 01:00:00","BZN|SE3","Without Sequence","25.04","",""
"21/07/2023 01:00:00 - 21/07/2023 02:00:00","BZN|SE3","Without Sequence","20.49","",""
"21/07/2023 02:00:00 - 21/07/2023 03:00:00","BZN|SE3","Without Sequence","20.27","",""
"21/07/2023 03:00:00 - 21/07/2023 04:00:00","BZN|SE3","Without Sequence","20.06","",""
"21/07/2023 04:00:00 - 21/07/2023 05:00:00","BZN|SE3","Without Sequence","20.17","",""
"21/07/2023 05:00:00 - 21/07/2023 06:00:00","BZN|SE3","Without Sequence","25.34","",""
"21/07/2023 06:00:00 - 21/07/2023 07:00:00","BZN|SE3","Without Sequence","25.32","",""
"21/07/2023 07:00:00 - 21/07/2023 08:00:00","BZN|SE3","Without Sequence","27.75","",""
"21/07/2023 08:00:00 - 21/07/2023 09:00:00","BZN|SE3","Without Sequence","30.16","",""
"21/07/2023 09:00:00 - 21/07/2023 10:00:00","BZN|SE3","Without Sequence","30.19","",""
"21/07/2023 10:00:00 - 21/07/2023 11:00:00","BZN|SE3","Without Sequence","29.60","",""
"21/07/2023 11:00:00 - 21/07/2023 12:00:00","BZN|SE3","Without Sequence","29.62","",""
"21/07/2023 12:00:00 - 21/07/2023 13:00:00","BZN|SE3","Without Sequence","29.09","",""
"21/07/2023 13:00:00 - 21/07/2023 14:00:00","BZN|SE3","Without Sequence","27.47","",""
"21/07/2023 14:00:00 - 21/07/2023 15:00:00","BZN|SE3","Without Sequence","27.11","",""
"21/07/2023 15:00:00 - 21/07/2023 16:00:00","BZN|SE3","Without Sequence","27.01","",""
"21/07/2023 16:00:00 - 21/07/2023 17:00:00","BZN|SE3","Without Sequence","28.18","",""
"21/07/2023 17:00:00 - 21/07/2023 18:00:00","BZN|SE3","Without Sequence","30.78","",""
"21/07/2023 18:00:00 - 21/07/2023 19:00:00","BZN|SE3","Without Sequence","30.98","",""
"21/07/2023 19:00:00 - 21/07/2023 20:00:00","BZN|SE3","Without Sequence","31.94","",""
"21/07/2023 20:00:00 - 21/07/2023 21:00:00","BZN|SE3","Without Sequence","31.42","",""
"21/07/2023 21:00:00 - 21/07/2023 22:00:00","BZN|SE3","Without Sequence","30.58","",""
"21/07/2023 22:00:00 - 21/07/2023 23:00:00","BZN|SE3","Without Sequence","30.03","",""
"21/07/2023 23:00:00 - 22/07/2023 00:00:00","BZN|SE3","Without Sequence","27.46","",""
"22/07/2023 00:00:00 - 22/07/2023 01:00:00","BZN|SE3","Without Sequence","21.38","",""
"22/07/2023 01:00:00 - 22/07/2023 02:00:00","BZN|SE3","Without Sequence","20.82","",""
"22/07/2023 02:00:00 - 22/07/2023 03:00:00","BZN|SE3","Without Sequence","20.48","",""
"22/07/2023 03:00:00 - 22/07/2023 04:00:00","BZN|SE3","Without Sequence","20.13","",""
"22/07/2023 04:00:00 - 22/07/2023 05:00:00","BZN|SE3","Without Sequence","20.07","",""
"22/07/2023 05:00:00 - 22/07/2023 06:00:00","BZN|SE3","Without Sequence","20.05","",""
"22/07/2023 06:00:00 - 22/07/2023 07:00:00","BZN|SE3","Without Sequence","20.81","",""
"22/07/2023 07:00:00 - 22/07/2023 08:00:00","BZN|SE3","Without Sequence","24.68","",""
"22/07/2023 08:00:00 - 22/07/2023 09:00:00","BZN|SE3","Without Sequence","26.30","",""
"22/07/2023 09:00:00 - 22/07/2023 10:00:00","BZN|SE3","Without Sequence","26.19","",""
"22/07/2023 10:00:00 - 22/07/2023 11:00:00","BZN|SE3","Without Sequence","25.62","",""
"22/07/2023 11:00:00 - 22/07/2023 12:00:00","BZN|SE3","Without Sequence","23.80","",""
"22/07/2023 12:00:00 - 22/07/2023 13:00:00","BZN|SE3","Without Sequence","23.22","",""
"22/07/2023 13:00:00 - 22/07/2023 14:00:00","BZN|SE3","Without Sequence","21.20","",""
"22/07/2023 14:00:00 - 22/07/2023 15:00:00","BZN|SE3","Without Sequence","19.52","",""
"22/07/2023 15:00:00 - 22/07/2023 16:00:00","BZN|SE3","Without Sequence","20.77","",""
"22/07/2023 16:00:00 - 22/07/2023 17:00:00","BZN|SE3","Without Sequence","22.98","",""
"22/07/2023 17:00:00 - 22/07/2023 18:00:00","BZN|SE3","Without Sequence","26.23","",""
"22/07/2023 18:00:00 - 22/07/2023 19:00:00","BZN|SE3","Without Sequence","26.20","",""
"22/07/2023 19:00:00 - 22/07/2023 20:00:00","BZN|SE3","Without Sequence","26.89","",""
"22/07/2023 20:00:00 - 22/07/2023 21:00:00","BZN|SE3","Without Sequence","26.51","",""
"22/07/2023 21:00:00 - 22/07/2023 22:00:00","BZN|SE3","Without Sequence","26.50","",""
"22/07/2023 22:00:00 - 22/07/2023 23:00:00","BZN|SE3","Without Sequence","26.13","",""
"22/07/2023 23:00:00 - 23/07/2023 00:00:00","BZN|SE3","Without Sequence","22.64","",""
"23/07/2023 00:00:00 - 23/07/2023 01:00:00","BZN|SE3","Without Sequence","20.66","",""
"23/07/2023 01:00:00 - 23/07/2023 02:00:00","BZN|SE3","Without Sequence","20.30","",""
"23/07/2023 02:00:00 - 23/07/2023 03:00:00","BZN|SE3","Without Sequence","19.94","",""
"23/07/2023 03:00:00 - 23/07/2023 04:00:00","BZN|SE3","Without Sequence","19.90","",""
"23/07/2023 04:00:00 - 23/07/2023 05:00:00","BZN|SE3","Without Sequence","15.78","",""
"23/07/2023 05:00:00 - 23/07/2023 06:00:00","BZN|SE3","Without Sequence","11.09","",""
"23/07/2023 06:00:00 - 23/07/2023 07:00:00","BZN|SE3","Without Sequence","5.08","",""
"23/07/2023 07:00:00 - 23/07/2023 08:00:00","BZN|SE3","Without Sequence","2.88","",""
"23/07/2023 08:00:00 - 23/07/2023 09:00:00","BZN|SE3","Without Sequence","3.42","",""
"23/07/2023 09:00:00 - 23/07/2023 10:00:00","BZN|SE3","Without Sequence","0.20","",""
"23/07/2023 10:00:00 - 23/07/2023 11:00:00","BZN|SE3","Without Sequence","3.49","",""
"23/07/2023 11:00:00 - 23/07/2023 12:00:00","BZN|SE3","Without Sequence","4.61","",""
"23/07/2023 12:00:00 - 23/07/2023 13:00:00","BZN|SE3","Without Sequence","4.04","",""
"23/07/2023 13:00:00 - 23/07/2023 14:00:00","BZN|SE3","Without Sequence","4.07","",""
"23/07/2023 14:00:00 - 23/07/2023 15:00:00","BZN|SE3","Without Sequence","8.08","",""
"23/07/2023 15:00:00 - 23/07/2023 16:00:00","BZN|SE3","Without Sequence","4.95","",""
"23/07/2023 16:00:00 - 23/07/2023 17:00:00","BZN|SE3","Without Sequence","12.31","",""
"23/07/2023 17:00:00 - 23/07/2023 18:00:00","BZN|SE3","Without Sequence","16.35","",""
"23/07/2023 18:00:00 - 23/07/2023 19:00:00","BZN|SE3","Without Sequence","22.14","",""
"23/07/2023 19:00:00 - 23/07/2023 20:00:00","BZN|SE3","Without Sequence","31.65","",""
"23/07/2023 20:00:00 - 23/07/2023 21:00:00","BZN|SE3","Without Sequence","29.45","",""
"23/07/2023 21:00:00 - 23/07/2023 22:00:00","BZN|SE3","Without Sequence","29.56","",""
"23/07/2023 22:00:00 - 23/07/2023 23:00:00","BZN|SE3","Without Sequence","27.47","",""
"23/07/2023 23:00:00 - 24/07/2023 00:00:00","BZN|SE3","Without Sequence","25.20","",""
"24/07/2023 00:00:00 - 24/07/2023 01:00:00","BZN|SE3","Without Sequence","21.61","",""
"24/07/2023 01:00:00 - 24/07/2023 02:00:00","BZN|SE3","Without Sequence","21.35","",""
"24/07/2023 02:00:00 - 24/07/2023 03:00:00","BZN|SE3","Without Sequence","21.60","",""
"24/07/2023 03:00:00 - 24/07/2023 04:00:00","BZN|SE3","Without Sequence","21.79","",""
"24/07/2023 04:00:00 - 24/07/2023 05:00:00","BZN|SE3","Without Sequence","21.73","",""
"24/07/2023 05:00:00 - 24/07/2023 06:00:00","BZN|SE3","Without Sequence","22.69","",""
"24/07/2023 06:00:00 - 24/07/2023 07:00:00","BZN|SE3","Without Sequence","26.67","",""
"24/07/2023 07:00:00 - 24/07/2023 08:00:00","BZN|SE3","Without Sequence","31.61","",""
"24/07/2023 08:00:00 - 24/07/2023 09:00:00","BZN|SE3","Without Sequence","33.85","",""
"24/07/2023 09:00:00 - 24/07/2023 10:00:00","BZN|SE3","Without Sequence","28.90","",""
"24/07/2023 10:00:00 - 24/07/2023 11:00:00","BZN|SE3","Without Sequence","31.81","",""
"24/07/2023 11:00:00 - 24/07/2023 12:00:00","BZN|SE3","Without Sequence","28.67","",""
"24/07/2023 12:00:00 - 24/07/2023 13:00:00","BZN|SE3","Without Sequence","27.44","",""
"24/07/2023 13:00:00 - 24/07/2023 14:00:00","BZN|SE3","Without Sequence","27.00","",""
"24/07/2023 14:00:00 - 24/07/2023 15:00:00","BZN|SE3","Without Sequence","26.61","",""
"24/07/2023 15:00:00 - 24/07/2023 16:00:00","BZN|SE3","Without Sequence","27.03","",""
"24/07/2023 16:00:00 - 24/07/2023 17:00:00","BZN|SE3","Without Sequence","28.43","",""
"24/07/2023 17:00:00 - 24/07/2023 18:00:00","BZN|SE3","Without Sequence","31.00","",""
"24/07/2023 18:00:00 - 24/07/2023 19:00:00","BZN|SE3","Without Sequence","32.95","",""
"24/07/2023 19:00:00 - 24/07/2023 20:00:00","BZN|SE3","Without Sequence","33.12","",""
"24/07/2023 20:00:00 - 24/07/2023 21:00:00","BZN|SE3","Without Sequence","30.44","",""
"24/07/2023 21:00:00 - 24/07/2023 22:00:00","BZN|SE3","Without Sequence","28.95","",""
"24/07/2023 22:00:00 - 24/07/2023 23:00:00","BZN|SE3","Without Sequence","26.90","",""
"24/07/2023 23:00:00 - 25/07/2023 00:00:00","BZN|SE3","Without Sequence","23.51","",""
"25/07/2023 00:00:00 - 25/07/2023 01:00:00","BZN|SE3","Without Sequence","26.46","",""
"25/07/2023 01:00:00 - 25/07/2023 02:00:00","BZN|SE3","Without Sequence","24.97","",""
"25/07/2023 02:00:00 - 25/07/2023 03:00:00","BZN|SE3","Without Sequence","23.91","",""
"25/07/2023 03:00:00 - 25/07/2023 04:00:00","BZN|SE3","Without Sequence","22.00","",""
"25/07/2023 04:00:00 - 25/07/2023 05:00:00","BZN|SE3","Without Sequence","21.46","",""
"25/07/2023 05:00:00 - 25/07/2023 06:00:00","BZN|SE3","Without Sequence","22.33","",""
"25/07/2023 06:00:00 - 25/07/2023 07:00:00","BZN|SE3","Without Sequence","26.47","",""
"25/07/2023 07:00:00 - 25/07/2023 08:00:00","BZN|SE3","Without Sequence","29.26","",""
"25/07/2023 08:00:00 - 25/07/2023 09:00:00","BZN|SE3","Without Sequence","28.52","",""
"25/07/2023 09:00:00 - 25/07/2023 10:00:00","BZN|SE3","Without Sequence","28.77","",""
"25/07/2023 10:00:00 - 25/07/2023 11:00:00","BZN|SE3","Without Sequence","27.30","",""
"25/07/2023 11:00:00 - 25/07/2023 12:00:00","BZN|SE3","Without Sequence","26.80","",""
"25/07/2023 12:00:00 - 25/07/2023 13:00:00","BZN|SE3","Without Sequence","25.13","",""
"25/07/2023 13:00:00 - 25/07/2023 14:00:00","BZN|SE3","Without Sequence","24.91","",""
"25/07/2023 14:00:00 - 25/07/2023 15:00:00","BZN|SE3","Without Sequence","24.24","",""
"25/07/2023 15:00:00 - 25/07/2023 16:00:00","BZN|SE3","Without Sequence","24.27","",""
"25/07/2023 16:00:00 - 25/07/2023 17:00:00","BZN|SE3","Without Sequence","24.71","",""
"25/07/2023 17:00:00 - 25/07/2023 18:00:00","BZN|SE3","Without Sequence","25.61","",""
