"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"29/11/2023 19:00:00 - 29/11/2023 20:00:00","BZN|SE3","Without Sequence","200.00","",""
"29/11/2023 20:00:00 - 29/11/2023 21:00:00","BZN|SE3","Without Sequence","161.00","",""
"29/11/2023 21:00:00 - 29/11/2023 22:00:00","BZN|SE3","Without Sequence","139.01","",""
"29/11/2023 22:00:00 - 29/11/2023 23:00:00","BZN|SE3","Without Sequence","125.05","",""
"29/11/2023 23:00:00 - 30/11/2023 00:00:00","BZN|SE3","Without Sequence","110.72","",""
"30/11/2023 00:00:00 - 30/11/2023 01:00:00","BZN|SE3","Without Sequence","101.96","",""
"30/11/2023 01:00:00 - 30/11/2023 02:00:00","BZN|SE3","Without Sequence","101.28","",""
"30/11/2023 02:00:00 - 30/11/2023 03:00:00","BZN|SE3","Without Sequence","99.03","",""
"30/11/2023 03:00:00 - 30/11/2023 04:00:00","BZN|SE3","Without Sequence","97.10","",""
"30/11/2023 04:00:00 - 30/11/2023 05:00:00","BZN|SE3","Without Sequence","98.68","",""
"30/11/2023 05:00:00 - 30/11/2023 06:00:00","BZN|SE3","Without Sequence","103.22","",""
"30/11/2023 06:00:00 - 30/11/2023 07:00:00","BZN|SE3","Without Sequence","129.41","",""
"30/11/2023 07:00:00 - 30/11/2023 08:00:00","BZN|SE3","Without Sequence","168.09","",""
"30/11/2023 08:00:00 - 30/11/2023 09:00:00","BZN|SE3","Without Sequence","219.27","",""
"30/11/2023 09:00:00 - 30/11/2023 10:00:00","BZN|SE3","Without Sequence","237.13","",""
"30/11/2023 10:00:00 - 30/11/2023 11:00:00","BZN|SE3","Without Sequence","222.50","",""
"30/11/2023 11:00:00 - 30/11/2023 12:00:00","BZN|SE3","Without Sequence","223.34","",""
"30/11/2023 12:00:00 - 30/11/2023 13:00:00","BZN|SE3","Without Sequence","195.21","",""
"30/11/2023 13:00:00 - 30/11/2023 14:00:00","BZN|SE3","Without Sequence","189.81","",""
"30/11/2023 14:00:00 - 30/11/2023 15:00:00","BZN|SE3","Without Sequence","195.00","",""
"30/11/2023 15:00:00 - 30/11/2023 16:00:00","BZN|SE3","Without Sequence","189.35","",""
"30/11/2023 16:00:00 - 30/11/2023 17:00:00","BZN|SE3","Without Sequence","226.00","",""
"30/11/2023 17:00:00 - 30/11/2023 18:00:00","BZN|SE3","Without Sequence","259.86","",""
"30/11/2023 18:00:00 - 30/11/2023 19:00:00","BZN|SE3","Without Sequence","241.43","",""
"30/11/2023 19:00:00 - 30/11/2023 20:00:00","BZN|SE3","Without Sequence","188.85","",""
"30/11/2023 20:00:00 - 30/11/2023 21:00:00","BZN|SE3","Without Sequence","149.72","",""
"30/11/2023 21:00:00 - 30/11/2023 22:00:00","BZN|SE3","Without Sequence","128.61","",""
"30/11/2023 22:00:00 - 30/11/2023 23:00:00","BZN|SE3","Without Sequence","120.86","",""
"30/11/2023 23:00:00 - 01/12/2023 00:00:00","BZN|SE3","Without Sequence","110.27","",""
"01/12/2023 00:00:00 - 01/12/2023 01:00:00","BZN|SE3","Without Sequence","72.68","",""
"01/12/2023 01:00:00 - 01/12/2023 02:00:00","BZN|SE3","Without Sequence","70.06","",""
"01/12/2023 02:00:00 - 01/12/2023 03:00:00","BZN|SE3","Without Sequence","68.99","",""
"01/12/2023 03:00:00 - 01/12/2023 04:00:00","BZN|SE3","Without Sequence","68.94","",""
"01/12/2023 04:00:00 - 01/12/2023 05:00:00","BZN|SE3","Without Sequence","73.46","",""
"01/12/2023 05:00:00 - 01/12/2023 06:00:00","BZN|SE3","Without Sequence","79.99","",""
"01/12/2023 06:00:00 - 01/12/2023 07:00:00","BZN|SE3","Without Sequence","116.13","",""
"01/12/2023 07:00:00 - 01/12/2023 08:00:00","BZN|SE3","Without Sequence","147.40","",""
"01/12/2023 08:00:00 - 01/12/2023 09:00:00","BZN|SE3","Without Sequence","198.29","",""
"01/12/2023 09:00:00 - 01/12/2023 10:00:00","BZN|SE3","Without Sequence","216.18","",""
"01/12/2023 10:00:00 - 01/12/2023 11:00:00","BZN|SE3","Without Sequence","209.12","",""
"01/12/2023 11:00:00 - 01/12/2023 12:00:00","BZN|SE3","Without Sequence","207.33","",""
"01/12/2023 12:00:00 - 01/12/2023 13:00:00","BZN|SE3","Without Sequence","197.09","",""
"01/12/2023 13:00:00 - 01/12/2023 14:00:00","BZN|SE3","Without Sequence","170.11","",""
"01/12/2023 14:00:00 - 01/12/2023 15:00:00","BZN|SE3","Without Sequence","174.32","",""
"01/12/2023 15:00:00 - 01/12/2023 16:00:00","BZN|SE3","Without Sequence","184.40","",""
"01/12/2023 16:00:00 - 01/12/2023 17:00:00","BZN|SE3","Without Sequence","200.05","",""
"01/12/2023 17:00:00 - 01/12/2023 18:00:00","BZN|SE3","Without Sequence","225.15","",""
"01/12/2023 18:00:00 - 01/12/2023 19:00:00","BZN|SE3","Without Sequence","199.16","",""
"01/12/2023 19:00:00 - 01/12/2023 20:00:00","BZN|SE3","Without Sequence","163.33","",""
"01/12/2023 20:00:00 - 01/12/2023 21:00:00","BZN|SE3","Without Sequence","138.49","",""
"01/12/2023 21:00:00 - 01/12/2023 22:00:00","BZN|SE3","Without Sequence","121.25","",""
"01/12/2023 22:00:00 - 01/12/2023 23:00:00","BZN|SE3","Without Sequence","114.96","",""
"01/12/2023 23:00:00 - 02/12/2023 00:00:00","BZN|SE3","Without Sequence","105.00","",""
"02/12/2023 00:00:00 - 02/12/2023 01:00:00","BZN|SE3","Without Sequence","102.17","",""
"02/12/2023 01:00:00 - 02/12/2023 02:00:00","BZN|SE3","Without Sequence","97.76","",""
"02/12/2023 02:00:00 - 02/12/2023 03:00:00","BZN|SE3","Without Sequence","91.55","",""
"02/12/2023 03:00:00 - 02/12/2023 04:00:00","BZN|SE3","Without Sequence","89.97","",""
"02/12/2023 04:00:00 - 02/12/2023 05:00:00","BZN|SE3","Without Sequence","95.12","",""
"02/12/2023 05:00:00 - 02/12/2023 06:00:00","BZN|SE3","Without Sequence","95.72","",""
"02/12/2023 06:00:00 - 02/12/2023 07:00:00","BZN|SE3","Without Sequence","96.55","",""
"02/12/2023 07:00:00 - 02/12/2023 08:00:00","BZN|SE3","Without Sequence","101.63","",""
"02/12/2023 08:00:00 - 02/12/2023 09:00:00","BZN|SE3","Without Sequence","116.61","",""
"02/12/2023 09:00:00 - 02/12/2023 10:00:00","BZN|SE3","Without Sequence","124.52","",""
"02/12/2023 10:00:00 - 02/12/2023 11:00:00","BZN|SE3","Without Sequence","131.02","",""
"02/12/2023 11:00:00 - 02/12/2023 12:00:00","BZN|SE3","Without Sequence","127.22","",""
"02/12/2023 12:00:00 - 02/12/2023 13:00:00","BZN|SE3","Without Sequence","121.58","",""
"02/12/2023 13:00:00 - 02/12/2023 14:00:00","BZN|SE3","Without Sequence","114.58","",""
"02/12/2023 14:00:00 - 02/12/2023 15:00:00","BZN|SE3","Without Sequence","118.52","",""
"02/12/2023 15:00:00 - 02/12/2023 16:00:00","BZN|SE3","Without Sequence","123.50","",""
"02/12/2023 16:00:00 - 02/12/2023 17:00:00","BZN|SE3","Without Sequence","129.79","",""
"02/12/2023 17:00:00 - 02/12/2023 18:00:00","BZN|SE3","Without Sequence","144.04","",""
"02/12/2023 18:00:00 - 02/12/2023 19:00:00","BZN|SE3","Without Sequence","144.96","",""
"02/12/2023 19:00:00 - 02/12/2023 20:00:00","BZN|SE3","Without Sequence","129.56","",""
"02/12/2023 20:00:00 - 02/12/2023 21:00:00","BZN|SE3","Without Sequence","119.58","",""
"02/12/2023 21:00:00 - 02/12/2023 22:00:00","BZN|SE3","Without Sequence","112.08","",""
"02/12/2023 22:00:00 - 02/12/2023 23:00:00","BZN|SE3","Without Sequence","106.70","",""
"02/12/2023 23:00:00 - 03/12/2023 00:00:00","BZN|SE3","Without Sequence","102.94","",""
"03/12/2023 00:00:00 - 03/12/2023 01:00:00","BZN|SE3","Without Sequence","105.15","",""
"03/12/2023 01:00:00 - 03/12/2023 02:00:00","BZN|SE3","Without Sequence","99.70","",""
"03/12/2023 02:00:00 - 03/12/2023 03:00:00","BZN|SE3","Without Sequence","94.97","",""
"03/12/2023 03:00:00 - 03/12/2023 04:00:00","BZN|SE3","Without Sequence","88.83","",""
"03/12/2023 04:00:00 - 03/12/2023 05:00:00","BZN|SE3","Without Sequence","92.35","",""
"03/12/2023 05:00:00 - 03/12/2023 06:00:00","BZN|SE3","Without Sequence","89.52","",""
"03/12/2023 06:00:00 - 03/12/2023 07:00:00","BZN|SE3","Without Sequence","88.86","",""
"03/12/2023 07:00:00 - 03/12/2023 08:00:00","BZN|SE3","Without Sequence","92.13","",""
"03/12/2023 08:00:00 - 03/12/2023 09:00:00","BZN|SE3","Without Sequence","97.02","",""
"03/12/2023 09:00:00 - 03/12/2023 10:00:00","BZN|SE3","Without Sequence","100.15","",""
"03/12/2023 10:00:00 - 03/12/2023 11:00:00","BZN|SE3","Without Sequence","104.96","",""
"03/12/2023 11:00:00 - 03/12/2023 12:00:00","BZN|SE3","Without Sequence","105.07","",""
"03/12/2023 12:00:00 - 03/12/2023 13:00:00","BZN|SE3","Without Sequence","103.68","",""
"03/12/2023 13:00:00 - 03/12/2023 14:00:00","BZN|SE3","Without Sequence","102.46","",""
"03/12/2023 14:00:00 - 03/12/2023 15:00:00","BZN|SE3","Without Sequence","105.68","",""
"03/12/2023 15:00:00 - 03/12/2023 16:00:00","BZN|SE3","Without Sequence","117.83","",""
"03/12/2023 16:00:00 - 03/12/2023 17:00:00","BZN|SE3","Without Sequence","125.20","",""
"03/12/2023 17:00:00 - 03/12/2023 18:00:00","BZN|SE3","Without Sequence","131.72","",""
"03/12/2023 18:00:00 - 03/12/2023 19:00:00","BZN|SE3","Without Sequence","132.22","",""
"03/12/2023 19:00:00 - 03/12/2023 20:00:00","BZN|SE3","Without Sequence","126.07","",""
"03/12/2023 20:00:00 - 03/12/2023 21:00:00","BZN|SE3","Without Sequence","112.33","",""
"03/12/2023 21:00:00 - 03/12/2023 22:00:00","BZN|SE3","Without Sequence","101.95","",""
"03/12/2023 22:00:00 - 03/12/2023 23:00:00","BZN|SE3","Without Sequence","99.09","",""
"03/12/2023 23:00:00 - 04/12/2023 00:00:00","BZN|SE3","Without Sequence","91.12","",""
"04/12/2023 00:00:00 - 04/12/2023 01:00:00","BZN|SE3","Without Sequence","96.17","",""
"04/12/2023 01:00:00 - 04/12/2023 02:00:00","BZN|SE3","Without Sequence","92.49","",""
"04/12/2023 02:00:00 - 04/12/2023 03:00:00","BZN|SE3","Without Sequence","90.46","",""
"04/12/2023 03:00:00 - 04/12/2023 04:00:00","BZN|SE3","Without Sequence","88.12","",""
"04/12/2023 04:00:00 - 04/12/2023 05:00:00","BZN|SE3","Without Sequence","88.58","",""
"04/12/2023 05:00:00 - 04/12/2023 06:00:00","BZN|SE3","Without Sequence","94.99","",""
"04/12/2023 06:00:00 - 04/12/2023 07:00:00","BZN|SE3","Without Sequence","106.82","",""
"04/12/2023 07:00:00 - 04/12/2023 08:00:00","BZN|SE3","Without Sequence","199.03","",""
"04/12/2023 08:00:00 - 04/12/2023 09:00:00","BZN|SE3","Without Sequence","235.61","",""
"04/12/2023 09:00:00 - 04/12/2023 10:00:00","BZN|SE3","Without Sequence","236.49","",""
"04/12/2023 10:00:00 - 04/12/2023 11:00:00","BZN|SE3","Without Sequence","206.33","",""
"04/12/2023 11:00:00 - 04/12/2023 12:00:00","BZN|SE3","Without Sequence","166.09","",""
"04/12/2023 12:00:00 - 04/12/2023 13:00:00","BZN|SE3","Without Sequence","160.07","",""
"04/12/2023 13:00:00 - 04/12/2023 14:00:00","BZN|SE3","Without Sequence","167.00","",""
"04/12/2023 14:00:00 - 04/12/2023 15:00:00","BZN|SE3","Without Sequence","175.04","",""
"04/12/2023 15:00:00 - 04/12/2023 16:00:00","BZN|SE3","Without Sequence","209.76","",""
"04/12/2023 16:00:00 - 04/12/2023 17:00:00","BZN|SE3","Without Sequence","262.73","",""
"04/12/2023 17:00:00 - 04/12/2023 18:00:00","BZN|SE3","Without Sequence","206.35","",""
"04/12/2023 18:00:00 - 04/12/2023 19:00:00","BZN|SE3","Without Sequence","184.29","",""
"04/12/2023 19:00:00 - 04/12/2023 20:00:00","BZN|SE3","Without Sequence","151.05","",""
"04/12/2023 20:00:00 - 04/12/2023 21:00:00","BZN|SE3","Without Sequence","124.49","",""
"04/12/2023 21:00:00 - 04/12/2023 22:00:00","BZN|SE3","Without Sequence","108.46","",""
"04/12/2023 22:00:00 - 04/12/2023 23:00:00","BZN|SE3","Without Sequence","102.69","",""
"04/12/2023 23:00:00 - 05/12/2023 00:00:00","BZN|SE3","Without Sequence","94.79","",""
"05/12/2023 00:00:00 - 05/12/2023 01:00:00","BZN|SE3","Without Sequence","93.76","",""
"05/12/2023 01:00:00 - 05/12/2023 02:00:00","BZN|SE3","Without Sequence","90.82","",""
"05/12/2023 02:00:00 - 05/12/2023 03:00:00","BZN|SE3","Without Sequence","88.47","",""
"05/12/2023 03:00:00 - 05/12/2023 04:00:00","BZN|SE3","Without Sequence","87.54","",""
"05/12/2023 04:00:00 - 05/12/2023 05:00:00","BZN|SE3","Without Sequence","88.56","",""
"05/12/2023 05:00:00 - 05/12/2023 06:00:00","BZN|SE3","Without Sequence","94.32","",""
"05/12/2023 06:00:00 - 05/12/2023 07:00:00","BZN|SE3","Without Sequence","110.73","",""
"05/12/2023 07:00:00 - 05/12/2023 08:00:00","BZN|SE3","Without Sequence","187.19","",""
"05/12/2023 08:00:00 - 05/12/2023 09:00:00","BZN|SE3","Without Sequence","332.00","",""
"05/12/2023 09:00:00 - 05/12/2023 10:00:00","BZN|SE3","Without Sequence","250.08","",""
"05/12/2023 10:00:00 - 05/12/2023 11:00:00","BZN|SE3","Without Sequence","249.89","",""
"05/12/2023 11:00:00 - 05/12/2023 12:00:00","BZN|SE3","Without Sequence","202.95","",""
"05/12/2023 12:00:00 - 05/12/2023 13:00:00","BZN|SE3","Without Sequence","187.85","",""
"05/12/2023 13:00:00 - 05/12/2023 14:00:00","BZN|SE3","Without Sequence","188.73","",""
"05/12/2023 14:00:00 - 05/12/2023 15:00:00","BZN|SE3","Without Sequence","199.19","",""
"05/12/2023 15:00:00 - 05/12/2023 16:00:00","BZN|SE3","Without Sequence","226.94","",""
"05/12/2023 16:00:00 - 05/12/2023 17:00:00","BZN|SE3","Without Sequence","225.73","",""
"05/12/2023 17:00:00 - 05/12/2023 18:00:00","BZN|SE3","Without Sequence","172.60","",""
"05/12/2023 18:00:00 - 05/12/2023 19:00:00","BZN|SE3","Without Sequence","151.29","",""
"05/12/2023 19:00:00 - 05/12/2023 20:00:00","BZN|SE3","Without Sequence","143.19","",""
"05/12/2023 20:00:00 - 05/12/2023 21:00:00","BZN|SE3","Without Sequence","128.63","",""
"05/12/2023 21:00:00 - 05/12/2023 22:00:00","BZN|SE3","Without Sequence","117.83","",""
"05/12/2023 22:00:00 - 05/12/2023 23:00:00","BZN|SE3","Without Sequence","111.55","",""
"05/12/2023 23:00:00 - 06/12/2023 00:00:00","BZN|SE3","Without Sequence","103.28","",""
"06/12/2023 00:00:00 - 06/12/2023 01:00:00","BZN|SE3","Without Sequence","97.31","",""
"06/12/2023 01:00:00 - 06/12/2023 02:00:00","BZN|SE3","Without Sequence","94.85","",""
"06/12/2023 02:00:00 - 06/12/2023 03:00:00","BZN|SE3","Without Sequence","93.66","",""
"06/12/2023 03:00:00 - 06/12/2023 04:00:00","BZN|SE3","Without Sequence","93.20","",""
"06/12/2023 04:00:00 - 06/12/2023 05:00:00","BZN|SE3","Without Sequence","92.82","",""
"06/12/2023 05:00:00 - 06/12/2023 06:00:00","BZN|SE3","Without Sequence","95.33","",""
"06/12/2023 06:00:00 - 06/12/2023 07:00:00","BZN|SE3","Without Sequence","106.94","",""
"06/12/2023 07:00:00 - 06/12/2023 08:00:00","BZN|SE3","Without Sequence","137.15","",""
"06/12/2023 08:00:00 - 06/12/2023 09:00:00","BZN|SE3","Without Sequence","171.99","",""
"06/12/2023 09:00:00 - 06/12/2023 10:00:00","BZN|SE3","Without Sequence","171.52","",""
"06/12/2023 10:00:00 - 06/12/2023 11:00:00","BZN|SE3","Without Sequence","154.48","",""
"06/12/2023 11:00:00 - 06/12/2023 12:00:00","BZN|SE3","Without Sequence","149.88","",""
"06/12/2023 12:00:00 - 06/12/2023 13:00:00","BZN|SE3","Without Sequence","149.69","",""
"06/12/2023 13:00:00 - 06/12/2023 14:00:00","BZN|SE3","Without Sequence","144.50","",""
"06/12/2023 14:00:00 - 06/12/2023 15:00:00","BZN|SE3","Without Sequence","143.96","",""
"06/12/2023 15:00:00 - 06/12/2023 16:00:00","BZN|SE3","Without Sequence","147.53","",""
"06/12/2023 16:00:00 - 06/12/2023 17:00:00","BZN|SE3","Without Sequence","164.00","",""
"06/12/2023 17:00:00 - 06/12/2023 18:00:00","BZN|SE3","Without Sequence","178.07","",""
"06/12/2023 18:00:00 - 06/12/2023 19:00:00","BZN|SE3","Without Sequence","165.28","",""
"06/12/2023 19:00:00 - 06/12/2023 20:00:00","BZN|SE3","Without Sequence","149.93","",""
"06/12/2023 20:00:00 - 06/12/2023 21:00:00","BZN|SE3","Without Sequence","126.14","",""
"06/12/2023 21:00:00 - 06/12/2023 22:00:00","BZN|SE3","Without Sequence","112.33","",""
"06/12/2023 22:00:00 - 06/12/2023 23:00:00","BZN|SE3","Without Sequence","104.00","",""
"06/12/2023 23:00:00 - 07/12/2023 00:00:00","BZN|SE3","Without Sequence","97.74","",""
"07/12/2023 00:00:00 - 07/12/2023 01:00:00","BZN|SE3","Without Sequence","96.03","",""
"07/12/2023 01:00:00 - 07/12/2023 02:00:00","BZN|SE3","Without Sequence","94.81","",""
"07/12/2023 02:00:00 - 07/12/2023 03:00:00","BZN|SE3","Without Sequence","93.85","",""
"07/12/2023 03:00:00 - 07/12/2023 04:00:00","BZN|SE3","Without Sequence","89.99","",""
"07/12/2023 04:00:00 - 07/12/2023 05:00:00","BZN|SE3","Without Sequence","89.57","",""
"07/12/2023 05:00:00 - 07/12/2023 06:00:00","BZN|SE3","Without Sequence","93.39","",""
"07/12/2023 06:00:00 - 07/12/2023 07:00:00","BZN|SE3","Without Sequence","109.33","",""
"07/12/2023 07:00:00 - 07/12/2023 08:00:00","BZN|SE3","Without Sequence","127.41","",""
"07/12/2023 08:00:00 - 07/12/2023 09:00:00","BZN|SE3","Without Sequence","150.00","",""
"07/12/2023 09:00:00 - 07/12/2023 10:00:00","BZN|SE3","Without Sequence","137.70","",""
"07/12/2023 10:00:00 - 07/12/2023 11:00:00","BZN|SE3","Without Sequence","134.36","",""
"07/12/2023 11:00:00 - 07/12/2023 12:00:00","BZN|SE3","Without Sequence","138.17","",""
"07/12/2023 12:00:00 - 07/12/2023 13:00:00","BZN|SE3","Without Sequence","137.99","",""
"07/12/2023 13:00:00 - 07/12/2023 14:00:00","BZN|SE3","Without Sequence","138.35","",""
"07/12/2023 14:00:00 - 07/12/2023 15:00:00","BZN|SE3","Without Sequence","138.08","",""
"07/12/2023 15:00:00 - 07/12/2023 16:00:00","BZN|SE3","Without Sequence","138.02","",""
"07/12/2023 16:00:00 - 07/12/2023 17:00:00","BZN|SE3","Without Sequence","133.87","",""
"07/12/2023 17:00:00 - 07/12/2023 18:00:00","BZN|SE3","Without Sequence","128.59","",""
"07/12/2023 18:00:00 - 07/12/2023 19:00:00","BZN|SE3","Without Sequence","116.62","",""
"07/12/2023 19:00:00 - 07/12/2023 20:00:00","BZN|SE3","Without Sequence","100.91","",""
"07/12/2023 20:00:00 - 07/12/2023 21:00:00","BZN|SE3","Without Sequence","97.90","",""
"07/12/2023 21:00:00 - 07/12/2023 22:00:00","BZN|SE3","Without Sequence","94.19","",""
"07/12/2023 22:00:00 - 07/12/2023 23:00:00","BZN|SE3","Without Sequence","93.62","",""
"07/12/2023 23:00:00 - 08/12/2023 00:00:00","BZN|SE3","Without Sequence","87.08","",""
"08/12/2023 00:00:00 - 08/12/2023 01:00:00","BZN|SE3","Without Sequence","87.09","",""
"08/12/2023 01:00:00 - 08/12/2023 02:00:00","BZN|SE3","Without Sequence","83.26","",""
"08/12/2023 02:00:00 - 08/12/2023 03:00:00","BZN|SE3","Without Sequence","81.43","",""
"08/12/2023 03:00:00 - 08/12/2023 04:00:00","BZN|SE3","Without Sequence","79.52","",""
"08/12/2023 04:00:00 - 08/12/2023 05:00:00","BZN|SE3","Without Sequence","80.00","",""
"08/12/2023 05:00:00 - 08/12/2023 06:00:00","BZN|SE3","Without Sequence","87.04","",""
"08/12/2023 06:00:00 - 08/12/2023 07:00:00","BZN|SE3","Without Sequence","96.80","",""
"08/12/2023 07:00:00 - 08/12/2023 08:00:00","BZN|SE3","Without Sequence","104.18","",""
"08/12/2023 08:00:00 - 08/12/2023 09:00:00","BZN|SE3","Without Sequence","112.65","",""
"08/12/2023 09:00:00 - 08/12/2023 10:00:00","BZN|SE3","Without Sequence","118.52","",""
"08/12/2023 10:00:00 - 08/12/2023 11:00:00","BZN|SE3","Without Sequence","118.75","",""
"08/12/2023 11:00:00 - 08/12/2023 12:00:00","BZN|SE3","Without Sequence","117.25","",""
"08/12/2023 12:00:00 - 08/12/2023 13:00:00","BZN|SE3","Without Sequence","116.66","",""
"08/12/2023 13:00:00 - 08/12/2023 14:00:00","BZN|SE3","Without Sequence","111.78","",""
"08/12/2023 14:00:00 - 08/12/2023 15:00:00","BZN|SE3","Without Sequence","109.60","",""
"08/12/2023 15:00:00 - 08/12/2023 16:00:00","BZN|SE3","Without Sequence","114.67","",""
"08/12/2023 16:00:00 - 08/12/2023 17:00:00","BZN|SE3","Without Sequence","111.41","",""
"08/12/2023 17:00:00 - 08/12/2023 18:00:00","BZN|SE3","Without Sequence","114.34","",""
"08/12/2023 18:00:00 - 08/12/2023 19:00:00","BZN|SE3","Without Sequence","114.92","",""
"08/12/2023 19:00:00 - 08/12/2023 20:00:00","BZN|SE3","Without Sequence","102.34","",""
"08/12/2023 20:00:00 - 08/12/2023 21:00:00","BZN|SE3","Without Sequence","94.90","",""
"08/12/2023 21:00:00 - 08/12/2023 22:00:00","BZN|SE3","Without Sequence","82.44","",""
"08/12/2023 22:00:00 - 08/12/2023 23:00:00","BZN|SE3","Without Sequence","73.22","",""
"08/12/2023 23:00:00 - 09/12/2023 00:00:00","BZN|SE3","Without Sequence","69.99","",""
"09/12/2023 00:00:00 - 09/12/2023 01:00:00","BZN|SE3","Without Sequence","60.00","",""
"09/12/2023 01:00:00 - 09/12/2023 02:00:00","BZN|SE3","Without Sequence","59.71","",""
"09/12/2023 02:00:00 - 09/12/2023 03:00:00","BZN|SE3","Without Sequence","59.61","",""
"09/12/2023 03:00:00 - 09/12/2023 04:00:00","BZN|SE3","Without Sequence","58.65","",""
"09/12/2023 04:00:00 - 09/12/2023 05:00:00","BZN|SE3","Without Sequence","60.00","",""
"09/12/2023 05:00:00 - 09/12/2023 06:00:00","BZN|SE3","Without Sequence","54.83","",""
"09/12/2023 06:00:00 - 09/12/2023 07:00:00","BZN|SE3","Without Sequence","58.82","",""
"09/12/2023 07:00:00 - 09/12/2023 08:00:00","BZN|SE3","Without Sequence","61.41","",""
"09/12/2023 08:00:00 - 09/12/2023 09:00:00","BZN|SE3","Without Sequence","60.00","",""
"09/12/2023 09:00:00 - 09/12/2023 10:00:00","BZN|SE3","Without Sequence","61.24","",""
"09/12/2023 10:00:00 - 09/12/2023 11:00:00","BZN|SE3","Without Sequence","66.02","",""
"09/12/2023 11:00:00 - 09/12/2023 12:00:00","BZN|SE3","Without Sequence","70.00","",""
"09/12/2023 12:00:00 - 09/12/2023 13:00:00","BZN|SE3","Without Sequence","75.75","",""
"09/12/2023 13:00:00 - 09/12/2023 14:00:00","BZN|SE3","Without Sequence","80.00","",""
"09/12/2023 14:00:00 - 09/12/2023 15:00:00","BZN|SE3","Without Sequence","85.63","",""
"09/12/2023 15:00:00 - 09/12/2023 16:00:00","BZN|SE3","Without Sequence","83.50","",""
"09/12/2023 16:00:00 - 09/12/2023 17:00:00","BZN|SE3","Without Sequence","80.08","",""
"09/12/2023 17:00:00 - 09/12/2023 18:00:00","BZN|SE3","Without Sequence","79.04","",""
"09/12/2023 18:00:00 - 09/12/2023 19:00:00","BZN|SE3","Without Sequence","77.43","",""
"09/12/2023 19:00:00 - 09/12/2023 20:00:00","BZN|SE3","Without Sequence","69.45","",""
"09/12/2023 20:00:00 - 09/12/2023 21:00:00","BZN|SE3","Without Sequence","64.46","",""
